fund_id,fund_name,parent_company,fund_size,greatstone_return_rating,greatstone_risk_rating,fund_ratio_net_annual_expense,10_years_return_mean_annual_fund,10_years_return_fund,3_years_return_mean_annual_fund,fund_return_3years,2012_fund_return,aaa_rating,10_years_beta_category,3_years_return_mean_annual_category,5_years_alpha_fund,10_years_alpha_fund,10yrs_sharpe_ratio_fund,3_years_alpha_fund,cash_percent_of_portfolio,10_years_beta_fund,10_years_return_mean_annual_category,5yrs_sharpe_ratio_fund,3yrs_sharpe_ratio_fund,2016_return_fund,2010_return_fund,yield,portfolio_energy_allocation,aa_rating,portfolio_property_allocation,5_years_return_mean_annual_fund,5_years_return_fund,portfolio_financial_services,stock_percent_of_portfolio,b_rating,portfolio_cyclical_consumer_allocation,2016_return_category,below_b_rating,2017_return_fund,return_ytd,ytd_return_fund,fund_return_3months,2014_return_fund,pb_ratio,1_year_return_fund,portfolio_tech_allocation,10years_fund_std,portfolio_healthcare_allocation,portfolio_others,2010_return_category,years_down,3_years_return_category,5_years_beta_category,2018_return_fund,greatstone_rating
8df10ae8-87c9-4c74-9dde-f713ff3f66bb,MM S&P Mid Cap Index Fund Service Class shares,MassMutual,Medium,4.0,3.0,0.41,,0.0,0.93,10.71,,0.0,0.01,0.01,-3.34,,,-4.1,1.28,,0.01,0.57,0.72,20.18,,1.27,4.43,0.0,9.85,0.7,7.81,15.98,98.53,0.0,14.25,14.14,0.0,15.59,14.4,14.4,14.4,9.31,1.93,2.19,16.97,,8.93,0.0,,2.0,9.67,0.01,-11.5,3
527c2861-db1a-47ed-b869-8202a65096b2,Litman Gregory Masters International Fund Institutional Class,Litman Gregory Masters Funds,Large,2.0,5.0,1.03,0.75,7.85,0.4,3.99,19.96,0.0,0.01,0.01,-2.51,-0.97,0.51,-4.56,2.38,1.02,0.01,0.0,0.26,-4.61,15.86,0.65,0.5,0.0,1.38,0.07,-0.08,20.6,97.62,0.0,25.04,0.79,0.0,23.61,15.64,15.64,15.64,-2.72,1.27,-7.37,7.47,16.63,1.49,0.0,10.24,9.0,6.62,0.01,-20.8,2
706c745b-cdfd-4402-88d9-e86a19aaea46,JPMorgan SmartRetirement 2030 Fund Class A,JPMorgan,Large,4.0,4.0,0.86,0.99,11.83,0.69,8.35,16.88,44.63,0.01,0.01,-0.58,-1.14,1.0,-1.15,3.61,1.39,0.01,0.62,0.92,5.88,16.25,2.33,5.27,5.5,8.67,0.5,5.8,18.83,61.99,8.28,12.89,7.33,2.47,18.66,9.75,9.75,9.75,7.43,2.02,2.06,16.26,11.48,11.14,0.25,13.47,4.0,8.34,0.01,-7.84,4
36dcc056-543a-4e41-9674-3d38250a21d1,Manning & Napier Rainier International Discovery Series Class S,Manning & Napier,Medium,4.0,3.0,1.41,,0.0,0.63,6.92,,0.0,0.01,0.01,3.53,,,-1.2,8.06,,0.01,0.45,0.47,-6.83,,0.12,0.0,0.0,1.13,0.52,5.7,13.37,91.95,0.0,10.43,-2.98,0.0,41.72,11.07,11.07,11.07,-0.85,3.5,-11.71,15.71,,24.6,0.0,,3.0,7.52,0.01,-18.29,4
bb194a55-39c0-4ed5-afcb-0d9381a74b6b,JPMorgan SmartRetirement 2035 Fund Class R4,JPMorgan,Large,4.0,4.0,0.73,1.05,12.53,0.74,8.88,,40.71,0.01,0.01,-0.71,-1.38,0.98,-1.42,4.12,1.5,0.01,0.61,0.9,,,2.42,5.25,6.77,8.87,0.53,6.15,18.73,69.84,7.98,12.89,7.57,2.37,20.25,10.41,10.41,10.41,,2.02,1.52,16.22,12.38,11.16,0.18,,1.0,9.13,0.01,-8.91,4
ed1ef4e8-0e96-4e51-b960-8646ebb6b9ca,American Century Short Duration Inflation Protection Bond Fund R6 Class,American Century Investments,Medium,2.0,1.0,0.32,0.23,2.72,0.13,1.55,,89.78,0.01,0.0,-0.47,0.34,0.72,0.05,2.62,0.59,0.0,0.1,0.19,3.49,,2.48,0.0,3.55,0.0,0.08,0.97,0.0,0.0,0.54,0.0,4.59,0.68,0.97,1.9,1.9,1.9,-1.43,0.0,2.03,0.0,3.16,0.0,0.2,,2.0,1.65,0.01,0.42,2
b42bc256-980d-460f-a975-760df48728ae,BlackRock 80/20 Target Allocation Fund Class A,BlackRock,Large,4.0,4.0,0.7,1.01,11.95,0.73,8.67,13.88,55.2,0.01,0.01,-1.03,-2.03,0.92,-1.66,2.58,1.52,0.01,0.57,0.86,6.55,14.3,0.94,4.15,4.52,4.26,0.51,5.82,15.25,77.2,3.17,10.41,7.93,2.17,17.03,11.09,11.09,11.09,6.7,2.38,2.81,25.12,12.75,12.77,2.92,13.49,4.0,8.38,0.01,-7.97,3
adfe3a44-630a-4843-b9e8-85bb090aee7c,Invesco Balanced-Risk Retirement 2020 Fund Class R,Invesco,,2.0,2.0,1.16,0.66,7.96,0.4,4.78,9.58,0.0,0.01,0.01,-0.16,1.94,1.11,0.16,38.14,0.61,0.01,0.5,0.82,8.4,12.9,1.68,0.0,0.0,0.0,0.26,3.02,0.0,16.19,0.0,0.0,6.23,0.0,6.99,5.56,5.56,5.56,4.55,0.0,1.88,0.0,6.7,0.0,8.6,12.27,3.0,6.57,0.01,-4.44,2
77a4409a-018b-4779-9df4-ccde5f4fcfec,MFS Massachusetts Investors Trust Class I,MFS,Large,4.0,3.0,0.47,1.24,14.95,1.15,14.04,19.47,0.0,0.01,0.01,-0.38,-0.93,1.11,0.66,0.6,1.01,0.01,0.86,1.16,9.08,11.8,1.07,4.85,0.0,0.0,0.86,10.15,18.31,99.4,0.0,8.46,10.37,0.0,23.79,14.79,14.79,14.79,11.27,3.34,9.28,23.83,13.0,16.53,0.0,14.01,5.0,11.84,0.01,-5.08,4
932887f6-ec69-487d-84e8-a083ce3fd1fa,Virtus KAR Small-Mid Cap Core Fund Class R6,Virtus,Medium,0.0,0.0,0.97,,0.0,,0.0,,0.0,0.01,0.01,,,,,8.72,,0.01,,,,,0.1,0.0,0.0,0.0,,0.0,17.47,91.28,0.0,16.31,,0.0,,15.33,15.33,15.33,,4.12,8.31,20.0,,14.69,0.0,,,14.18,0.01,,0
697e4e19-8efe-46ed-bcfc-7eb83497e2b9,QS U.S. Small Capitalization Equity Fund Class I,Legg Mason,Small,3.0,4.0,0.92,1.29,14.77,0.77,8.25,16.5,0.0,0.01,0.01,-6.43,-3.96,0.84,-7.44,0.71,1.24,0.01,0.35,0.49,19.88,28.19,0.26,3.0,0.0,7.54,0.55,5.38,17.59,99.29,0.0,14.68,20.78,0.0,8.77,14.25,14.25,14.25,9.53,1.65,-2.37,18.19,17.79,15.54,0.0,25.61,7.0,10.17,0.01,-15.41,3
2677fd72-4d7a-415e-a513-20ddaffb31f2,VY JPMorgan Small Cap Core Equity Portfolio Class S2,Voya,Small,4.0,3.0,1.25,1.35,15.93,1.09,12.6,18.5,0.0,0.01,0.01,-3.83,-2.19,0.95,-3.02,3.24,1.18,0.01,0.52,0.77,21.39,26.53,0.18,3.33,0.0,8.49,0.73,7.89,16.89,96.76,0.0,15.1,20.78,0.0,15.42,14.03,14.03,14.03,8.24,1.87,1.56,14.86,16.61,12.71,0.0,25.61,5.0,10.17,0.01,-10.64,4
56c2364f-c2a7-4f5f-8f79-2a8aad0848d0,Manning & Napier Target 2025 R6,Manning & Napier,Large,1.0,3.0,0.59,,0.0,0.56,6.76,,64.41,0.01,0.01,-1.53,,,-0.93,14.5,,0.01,0.46,0.88,,,1.74,3.28,4.19,5.68,0.33,3.82,14.33,28.59,2.26,12.64,,0.25,,4.42,4.42,2.64,,3.12,-1.2,18.15,,22.65,0.01,,1.0,7.51,0.01,-3.48,1
0aec7eeb-5f3a-4d6b-97b8-3688a534fa91,T. Rowe Price Target 2010 Fund I Class,T. Rowe Price,Large,3.0,3.0,0.39,,0.0,0.48,5.86,,53.39,0.01,0.0,0.37,,,0.06,3.75,,0.01,0.77,1.07,,,2.15,5.1,2.84,3.25,0.37,4.38,18.27,35.41,7.52,11.38,5.86,1.92,10.33,6.6,6.6,6.6,,2.14,3.62,18.65,,13.43,0.05,,1.0,5.56,0.01,-3.14,3
303e3265-f532-4fb7-b35f-24f93876fef4,Loomis Sayles Bond Fund Class N,Loomis Sayles Funds,Large,3.0,5.0,0.59,0.72,8.69,0.43,5.16,,11.35,0.01,0.0,1.06,6.16,1.22,3.46,14.41,0.6,0.01,0.37,0.96,8.8,,3.53,0.41,0.54,0.01,0.22,2.56,0.0,7.28,13.71,25.08,7.52,6.15,7.56,5.21,5.21,5.21,4.82,1.32,2.05,7.69,6.67,22.1,0.71,,2.0,4.58,0.0,-2.88,3
f0d17f8c-a675-48d0-bd23-d196ccac2699,Columbia Select Small Cap Value Fund Advisor Class,Columbia,Small,2.0,3.0,1.03,1.32,15.18,0.71,7.65,,0.0,0.01,0.01,-6.97,-4.2,0.84,-7.38,0.71,1.29,0.01,0.33,0.49,13.06,,0.16,4.69,0.0,6.49,0.49,4.79,19.05,99.29,0.0,12.31,20.78,0.0,12.9,13.39,13.39,13.39,5.66,1.45,-2.59,20.7,18.2,9.57,0.0,,2.0,10.17,0.01,-13.35,2
467940e4-b8cb-4349-a617-472b4bc026b9,MM MSCI EAFE International Index Fund Class I,MassMutual,Large,3.0,2.0,0.25,,0.0,0.64,7.45,,0.0,0.01,0.01,-0.13,,,-0.26,2.54,,0.01,0.19,0.63,1.32,,2.75,6.07,0.0,3.89,0.24,2.32,19.11,97.36,0.0,11.46,0.79,0.0,25.11,10.16,10.16,10.16,-5.64,1.42,-4.0,7.77,,11.4,0.01,,3.0,6.62,0.01,-13.64,3
6f46a641-2fa3-40d5-b553-25aa5d89c557,Manning & Napier Target 2020 R6,Manning & Napier,Large,2.0,3.0,0.57,0.71,8.4,0.5,6.04,,64.91,0.01,0.01,-1.39,-0.5,0.92,-0.99,13.94,0.98,0.01,0.45,0.85,,,1.8,3.28,4.4,5.94,0.29,3.36,14.27,25.37,2.16,12.61,,0.23,,4.0,4.0,2.61,,3.12,-0.99,18.05,8.7,22.61,0.02,,1.0,6.57,0.01,-3.19,2
a3fdc08e-93f9-44a3-9e4c-cc3854a16f19,PIMCO RealPath 2050 C,Pimco,Large,1.0,2.0,1.95,,0.0,0.23,2.3,,0.0,0.01,0.01,-4.64,,,-5.15,18.36,,0.01,0.6,0.26,,,1.66,0.0,0.0,0.0,0.48,5.44,0.0,39.2,0.0,0.0,,0.0,,8.32,8.32,4.35,,1.58,10.35,0.0,,0.0,4.69,,2.0,9.94,0.01,,1
a2f38b36-5f8b-45f9-81ca-80a29380f935,PGIM Jennison MLP Fund-Class C,PGIM Funds (Prudential),Large,3.0,3.0,2.73,,0.0,0.63,6.42,,0.0,0.01,0.01,-10.3,,,-4.34,1.16,,0.01,-0.14,0.38,24.69,,6.79,96.75,0.0,0.0,-0.16,-3.64,0.0,98.84,0.0,0.0,27.3,0.0,-5.28,19.89,19.89,19.89,9.97,1.92,13.05,0.0,,0.0,0.0,,3.0,7.36,0.01,-15.14,3
307dd52c-e0c2-478d-ba37-614231492abe,Fidelity Advisor Global Credit Fund Class A,Fidelity Investments,Large,3.0,3.0,1.0,,0.0,0.22,2.5,,60.45,0.01,0.0,-1.64,,,0.36,1.73,,0.0,0.08,0.28,2.39,,2.3,0.0,2.05,0.0,0.1,1.05,100.0,0.58,1.26,0.0,3.63,0.38,8.6,5.4,5.4,5.4,0.07,0.0,4.0,0.0,,0.0,0.0,,3.0,2.17,0.01,-3.05,3
1b5fc5db-6ba0-4c5f-8aef-ef6d43bb81d7,Oppenheimer Emerging Markets Local Debt Fund Class Y,OppenheimerFunds,Small,5.0,3.0,0.95,,0.0,0.38,4.13,18.17,2.11,0.01,0.0,-2.05,,,2.33,5.66,,0.0,0.06,0.32,12.17,,6.05,0.0,0.0,0.0,0.12,0.86,0.0,0.74,1.4,0.0,8.4,0.0,15.19,3.54,3.54,3.54,-5.18,0.0,-7.85,0.0,,0.0,0.0,14.32,5.0,2.72,0.01,-6.86,5
29e1120e-de5b-41ad-a349-953bc05dd896,Fidelity Mid-Cap Stock Fund,Fidelity Investments,Medium,3.0,2.0,0.61,1.37,16.35,0.99,11.93,14.93,0.0,0.01,0.01,-2.54,-1.01,1.05,-0.56,8.25,1.11,0.01,0.62,1.02,14.94,23.57,0.72,5.85,0.0,4.82,0.65,7.39,21.4,89.86,0.0,14.92,6.03,0.0,18.68,12.14,12.14,12.14,7.11,1.99,4.97,11.51,15.16,8.79,0.83,24.61,6.0,14.18,0.01,-6.47,3
df93db87-6e23-4855-959f-894abec8b349,PIMCO RealPath 2050 Institutional,PIMCO,Large,1.0,2.0,0.77,0.83,9.77,0.88,10.53,14.37,0.0,0.01,0.01,-2.38,-1.45,0.84,-2.11,18.69,1.27,0.01,0.48,0.92,9.78,14.56,2.81,0.0,0.0,0.0,0.48,5.31,0.0,17.12,0.0,0.0,8.22,0.0,18.5,7.99,7.99,2.25,4.71,2.83,-5.46,0.0,11.42,0.0,16.16,14.53,3.0,9.94,0.01,-8.71,1
6607effa-50cf-4216-8ecc-0082dca56c35,Wells Fargo Target 2040 Fund - Class Admin,Wells Fargo Funds,Large,3.0,3.0,0.54,1.0,11.82,0.74,8.9,14.25,57.2,0.01,0.01,-1.12,-1.68,0.96,-1.1,3.99,1.46,0.01,0.57,0.93,8.72,16.6,2.23,4.51,3.65,5.96,0.5,5.73,15.63,78.92,3.44,11.55,7.95,0.9,17.72,9.89,9.89,9.89,5.13,1.95,3.75,10.22,12.01,12.9,0.11,14.37,7.0,9.54,0.01,-6.78,3
47f28a64-e3a4-4002-86ec-d20d7e462b44,BMO Target Retirement 2045 Fund Class R6,BMO Funds,Large,4.0,3.0,0.59,,0.0,0.86,10.4,,50.4,0.02,0.01,-0.55,,,-0.64,5.51,,0.01,0.64,0.99,7.43,,1.82,4.52,4.05,3.8,0.59,6.84,16.55,85.26,7.14,12.34,7.93,2.97,21.37,11.37,11.37,11.37,7.82,2.25,3.35,17.95,,12.28,1.35,,2.0,9.92,0.01,-7.51,4
aa72f23c-bc0f-43ef-8e16-8302e8b7fb06,AMG Managers LMCG Small Cap Growth Fund Class I,AMG Funds,Small,2.0,4.0,1.1,,0.0,1.27,14.56,24.43,0.0,0.01,0.01,-6.13,,,-2.99,0.07,,0.01,0.39,0.78,-5.22,,0.0,0.08,0.0,0.14,0.67,6.48,1.9,99.93,0.0,23.93,11.2,0.0,19.03,20.27,20.27,20.27,8.42,2.96,10.11,24.85,,32.97,0.0,,3.0,15.88,0.01,-5.0,2
df623691-6ba0-455f-968a-986311d17fae,U.S. Global Investors China Region Fund Investor Class,U.S. Global Investors,Large,1.0,3.0,2.52,0.59,5.2,0.81,8.57,12.0,0.0,0.01,0.01,1.21,-2.36,0.33,1.34,3.93,0.97,0.01,0.2,0.49,-1.05,13.28,0.86,19.2,0.0,13.95,0.38,2.84,13.13,96.07,0.0,4.23,-2.06,0.0,57.67,16.53,16.53,16.53,-0.97,1.42,-21.56,8.88,20.11,0.58,0.0,13.39,12.0,11.65,0.01,-32.45,1
bb11031d-139a-4f4d-be3b-227b440a0c73,USAA Cornerstone Aggressive Fund,USAA,Large,2.0,2.0,1.21,,0.0,0.62,7.32,,83.48,0.01,0.01,-2.72,,,-2.54,1.68,,0.01,0.39,0.76,5.65,,1.42,7.61,2.7,5.95,0.35,3.91,18.04,71.68,0.51,11.63,7.93,0.71,17.9,9.26,9.26,9.26,2.77,1.7,-0.01,13.27,,10.25,0.42,,2.0,8.38,0.01,-9.35,2
36a2f988-fc16-4175-8f04-a40626fbd14e,USAA First Start Growth,USAA,Large,3.0,2.0,1.45,0.59,6.63,0.42,4.82,,73.85,0.01,0.01,-0.91,0.06,0.58,-1.91,3.5,1.17,0.01,0.86,0.57,,,0.98,7.57,7.42,3.15,0.55,6.58,19.25,71.03,1.58,12.85,,1.52,,-0.58,-0.58,-0.15,,1.96,7.22,16.92,11.77,10.18,1.2,,7.0,8.38,0.01,,3
3c6d8714-ec63-4fa8-a1f3-23b05fc204a2,Hundredfold Select Alternative Fund Service Class,Hundredfold,,4.0,1.0,2.9,0.69,8.39,0.5,6.1,10.34,3.98,0.01,0.0,0.58,2.79,1.44,0.28,92.36,0.55,0.01,0.73,1.02,8.98,11.06,0.25,0.0,0.0,0.0,0.33,3.96,0.0,3.19,39.8,0.0,5.99,3.59,8.96,5.55,5.55,5.55,1.88,0.0,2.4,0.0,5.39,0.0,0.0,10.53,4.0,5.78,0.01,-2.81,4
76a8cf45-5c2a-43c4-b89b-4e5d25726345,Carillon ClariVest International Stock Fund Class R-3,Carillon Family of Funds,Large,4.0,3.0,1.7,,0.0,0.49,5.34,,0.0,0.01,0.01,-0.31,,,-2.81,1.58,,0.01,0.16,0.39,-2.93,,1.2,6.48,0.0,1.81,0.23,2.08,14.48,98.24,0.0,10.23,3.34,0.0,26.81,9.97,9.97,9.97,-4.1,1.19,-8.7,8.65,,15.79,0.18,,3.0,5.92,0.01,-18.31,3
c82caaf5-0617-4e4b-9737-8a87bc826438,Transamerica Mid Cap Growth C,Transamerica,Medium,2.0,4.0,2.01,1.0,11.21,0.79,8.64,,4.33,0.01,0.01,-7.07,-5.6,0.71,-7.38,0.86,1.13,0.01,0.36,0.54,10.44,,0.0,0.0,0.0,0.0,0.52,5.17,2.61,99.14,0.0,23.14,6.03,0.0,19.85,18.76,18.76,18.76,6.35,4.0,-3.33,30.74,16.16,14.33,0.0,,2.0,14.18,0.01,-19.86,1
bb10ed71-7879-415d-a33a-7251b011558b,Dunham Small Cap Value Fund Class A,Dunham Funds,Small,4.0,3.0,1.79,1.18,13.65,0.92,10.29,8.93,0.0,0.01,0.01,-4.91,-2.77,0.85,-3.98,1.58,1.08,0.01,0.38,0.62,26.3,25.41,0.0,5.39,0.0,13.52,0.55,5.61,27.28,98.42,0.0,10.17,25.99,0.0,8.72,11.53,11.53,11.53,5.55,1.35,1.7,14.42,16.05,3.93,0.0,26.17,4.0,8.3,0.01,-11.35,4
5db1fb48-707e-4a4b-8671-e82b298ff88a,Catalyst Floating Rate Income Fund Class A,Catalyst Mutual Funds,,4.0,5.0,1.24,,0.0,0.63,7.73,,0.0,0.0,0.0,2.47,,,6.46,5.17,,0.01,0.45,1.6,9.61,,4.2,0.0,0.0,0.0,0.24,2.78,0.0,0.17,0.0,0.0,9.25,0.0,6.85,4.32,4.32,4.32,0.5,0.0,2.76,0.0,,0.0,0.0,,1.0,4.71,0.0,0.46,4
fc5bd0bc-0709-4f7a-8a7a-485f3574db47,AB Large Cap Growth Fund Class K,AllianceBernstein,Large,4.0,3.0,1.0,1.46,17.84,1.39,17.26,18.13,0.0,0.01,0.01,4.32,1.28,1.21,3.59,10.24,1.04,0.01,1.23,1.35,2.74,9.36,0.0,0.0,0.0,0.0,1.23,15.05,9.63,89.76,0.0,15.67,3.23,0.0,31.27,15.88,15.88,15.88,13.54,7.3,15.69,31.78,14.08,23.61,0.0,15.53,3.0,15.35,0.01,1.83,4
593a52b1-d2d0-4aad-8619-332cb39c8d99,Columbia Select Small Cap Value Fund Class A,Columbia,Small,3.0,3.0,1.28,1.31,14.99,0.68,7.39,15.44,0.0,0.01,0.01,-7.22,-4.36,0.84,-7.63,0.71,1.29,0.01,0.31,0.47,12.75,26.85,0.08,4.69,0.0,6.49,0.47,4.53,19.05,99.29,0.0,12.31,20.78,0.0,12.59,13.32,13.32,13.32,5.41,1.45,-2.85,20.7,18.2,9.57,0.0,25.61,7.0,10.17,0.01,-13.56,3
7a73ac20-558d-4168-bf42-fd9e5169cf37,"Cohen & Steers Global Realty Shares, Inc. Class Z",Cohen & Steers,Medium,4.0,2.0,0.87,1.23,14.26,0.66,7.59,,0.0,0.01,0.01,2.94,2.24,0.86,-0.54,0.09,1.02,0.01,0.64,0.62,3.75,,1.76,0.0,0.0,98.7,0.69,7.85,0.0,98.69,0.0,0.0,1.97,0.0,12.96,14.9,14.9,14.9,,1.35,13.57,0.51,16.6,0.0,1.22,,1.0,6.27,0.01,-3.86,4
4328dd98-4319-429f-a497-47e053b2f74f,The Hartford Healthcare Fund Class I,Hartford Mutual Funds,Large,3.0,3.0,1.0,1.44,17.35,1.07,12.32,20.14,0.0,0.01,0.01,4.14,7.55,1.11,-0.15,6.14,0.78,0.01,0.67,0.75,-8.33,6.69,0.0,0.0,0.0,0.0,0.95,10.63,0.0,93.86,0.0,0.0,-10.6,0.0,21.94,14.15,14.15,14.15,26.8,3.13,9.24,1.55,15.09,97.6,0.0,8.38,3.0,13.01,0.01,-2.74,3
02b59d83-493a-490b-b87a-348d90dae6cd,Templeton Foreign Smaller Companies Adv,Franklin Templeton Investments,Medium,3.0,4.0,1.48,0.55,4.43,0.61,6.85,20.35,0.0,0.01,0.01,1.1,2.74,0.3,2.5,4.44,1.06,0.01,0.53,0.56,-0.67,25.16,2.06,3.36,0.0,2.96,0.54,5.99,13.45,95.56,0.0,25.69,4.24,0.0,34.39,1.02,1.02,-0.21,-9.97,1.87,14.16,11.24,20.75,6.32,0.0,21.0,8.0,5.79,0.01,,3
825479d8-f5f4-4410-bfe6-917aa2ee3d31,Columbia Emerging Markets Fund Institutional 3 Class,Columbia,Large,4.0,3.0,1.11,0.93,9.92,0.95,10.96,,0.0,0.01,0.01,1.88,0.94,0.59,2.04,1.1,1.05,0.01,0.31,0.72,5.19,,0.31,8.95,0.0,1.53,0.44,4.3,24.78,98.9,0.0,16.38,8.47,0.0,47.08,14.13,14.13,14.13,-2.43,2.08,-11.33,30.95,18.15,5.05,0.0,,4.0,9.11,0.01,-21.09,4
89eb5f73-a072-4550-a180-ca78396263aa,Voya Investment Grade Credit Fund W,Voya,Medium,4.0,4.0,0.66,0.52,6.31,0.37,4.42,,10.04,0.01,0.0,1.3,1.98,1.4,2.24,0.0,1.15,0.01,0.86,0.77,,,3.36,0.0,5.05,0.0,0.37,4.47,0.0,0.0,0.0,0.0,,0.0,,5.42,5.42,5.42,,0.0,4.61,0.0,4.11,0.0,0.0,,1.0,3.71,0.01,-3.25,4
e5f1b61e-075d-4803-b2e3-62adf38bb9c2,BlackRock LifePath Smart Beta 2025 Fund Investor A Shares,BlackRock,Large,3.0,3.0,0.58,0.82,9.83,0.66,7.96,13.2,50.07,0.01,0.01,-0.46,-0.58,1.03,-0.18,4.13,1.1,0.01,0.62,1.03,6.84,13.25,2.27,3.97,0.38,12.67,0.43,5.05,13.58,61.65,7.9,10.06,6.73,0.75,15.51,8.93,8.93,8.93,4.61,1.8,3.44,13.53,9.09,11.43,0.07,13.29,4.0,7.51,0.01,-5.99,3
075db633-1a7c-4e7e-90ab-c67a7ebc4cae,Vanguard Small-Cap Index Fund Admiral Shares,Vanguard,Medium,5.0,3.0,0.05,1.43,16.97,1.09,12.78,18.24,0.0,0.01,0.01,-3.8,-1.97,0.98,-2.65,2.47,1.23,0.01,0.54,0.82,18.3,27.89,1.45,3.71,0.0,12.08,0.72,7.91,13.5,97.53,0.0,12.5,20.78,0.0,16.24,16.18,16.18,16.18,7.5,1.95,5.58,17.78,17.07,11.65,0.0,25.61,5.0,10.17,0.01,-9.31,5
fd665a25-def2-456a-bfb4-fa64f27a1335,Janus Henderson Global Value Fund Class D,Janus Henderson,Large,3.0,1.0,0.8,0.94,11.3,0.63,7.46,11.7,0.0,0.01,0.01,2.42,5.4,1.03,1.82,8.72,0.59,0.01,0.48,0.8,3.21,11.45,1.91,3.38,0.0,3.24,0.4,4.49,17.72,91.27,0.0,8.63,5.54,0.0,18.88,8.62,8.62,8.62,5.39,1.56,3.88,13.91,10.52,16.82,0.0,13.74,4.0,9.96,0.01,-6.74,3
3f19a0c5-e375-40ec-b54c-57d01cef3d5f,Alger Dynamic Opportunities Fund Class C,Alger,Medium,4.0,4.0,2.75,,0.0,0.82,9.67,8.52,0.0,0.01,0.0,-1.83,,,-1.49,29.01,,0.01,0.56,0.77,-1.13,,0.0,0.66,0.0,5.63,0.54,6.08,5.87,69.99,0.0,11.82,2.34,0.0,16.03,14.71,14.71,14.71,3.15,4.16,10.33,32.98,,22.39,0.82,,3.0,4.36,0.01,-3.12,4
0ca702eb-21f5-4c95-b4c8-e8a54ba56cb6,TIAA-CREF Equity Index Fund Premier Class,TIAA Investments,Large,4.0,3.0,0.2,1.3,15.79,1.1,13.29,16.1,0.0,0.01,0.01,-0.87,-0.55,1.15,-0.52,0.75,1.03,0.01,0.83,1.07,12.57,16.56,1.6,5.0,0.0,3.8,0.87,10.17,14.44,99.25,0.0,11.91,10.37,0.0,20.92,13.99,13.99,13.99,12.4,2.7,8.58,22.08,13.15,14.22,0.0,14.01,1.0,11.84,0.01,-5.43,4
ede60610-7071-4c09-9113-f400eacba8f2,Leader Capital Leader Short Duration Bond Fund Institutional Class,LEADER,Medium,3.0,5.0,1.16,0.32,3.85,0.2,2.45,9.47,79.23,0.0,0.0,-0.3,2.95,1.01,1.08,6.39,0.13,0.0,-0.12,0.87,-0.55,4.34,2.87,0.0,2.2,0.0,0.05,0.56,0.0,0.0,2.27,0.0,2.08,0.0,2.37,0.84,0.84,0.84,1.29,0.0,3.48,0.0,3.33,0.0,0.0,4.11,3.0,1.87,0.0,2.85,3
f53c967e-9615-4a85-ad27-aa4d64b98a01,BlackRock Short-Term Municipal Fund Investor C Shares,BlackRock,Medium,1.0,2.0,1.36,-0.01,-0.1,-0.01,-0.11,-0.39,44.26,0.0,0.0,-1.57,-1.04,-0.8,-1.64,9.65,0.12,0.0,-1.52,-1.74,-1.07,-0.3,0.49,0.0,15.09,0.0,-0.03,-0.3,0.0,0.0,0.0,0.0,-0.15,0.0,-0.1,0.61,0.61,0.61,-0.89,0.0,1.11,0.0,0.68,0.0,0.0,1.61,7.0,1.11,0.0,0.44,1
f8f271b5-41eb-453b-8468-5d710e1810ae,Fidelity Freedom 2050 Fund Class K6,Fidelity Investments,Large,4.0,3.0,0.5,1.04,12.28,0.89,10.78,,66.25,0.01,0.01,-0.38,-1.95,0.94,-0.61,7.02,1.54,0.01,0.65,1.0,,,1.75,6.78,0.65,2.33,0.62,7.17,20.93,85.01,10.8,12.53,,2.97,,11.45,11.45,11.45,,1.86,1.96,19.27,12.72,12.93,0.04,,1.0,9.94,0.01,-8.74,4
8e8f334c-eeef-4eff-9de7-c01a013bb013,Fidelity Emerging Markets Fund Class K,Fidelity Investments,Large,4.0,3.0,0.82,0.98,10.53,1.05,12.36,14.94,0.0,0.01,0.01,3.34,1.19,0.61,3.51,1.45,1.09,0.01,0.42,0.83,3.42,18.49,0.85,6.66,0.0,1.97,0.56,5.86,23.54,98.55,0.0,12.0,8.47,0.0,47.89,15.66,15.66,15.66,1.81,3.24,-5.71,28.65,18.61,2.65,0.0,19.26,3.0,9.11,0.01,-17.91,4
c75267f6-fb6a-42c0-a5ea-bca4a8e94c88,MassMutual Select Small Cap Val Equity Fund Class R4,MassMutual,Small,2.0,4.0,1.34,1.32,15.19,0.74,7.87,,0.0,0.01,0.01,-5.93,-3.72,0.85,-7.44,5.7,1.26,0.01,0.36,0.46,23.69,,0.0,2.72,0.0,6.58,0.54,5.4,19.04,94.3,0.0,9.85,20.78,0.0,8.98,11.81,11.81,11.81,,1.52,-1.52,16.48,18.07,2.68,0.0,,2.0,10.17,0.01,-13.96,2
7ca2c7a8-8eee-4c02-bd6a-3ecd2e8ca1d4,Bridgeway Small Cap Value Fund,Bridgeway,Small,3.0,4.0,0.94,1.23,13.85,0.8,8.48,20.99,0.0,0.01,0.01,-7.95,-4.81,0.77,-5.32,0.53,1.26,0.01,0.21,0.49,26.79,16.55,0.96,4.77,0.0,8.16,0.36,2.94,25.64,99.47,0.0,15.64,25.99,0.0,7.11,9.09,9.09,9.09,0.79,1.04,-2.36,8.33,18.64,7.33,0.0,26.17,3.0,8.3,0.01,-13.06,3
